css-901oao,css-4rbku5 href,UserId,Tweet_Url,Date,Tweets,Comments,Retweets,Likes,Likes
can’t believe it’s been awhileeee,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1207554356880592897,"Dec 19, 2019",Feeling this vibe wayyyyy too much,7,6,251,Travelling today to my favorite city everrrr
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1207242088825249793,"Dec 18, 2019","Couldn’t agree more!!! 
This is so Important",1,21,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1207190864008810496,"Dec 18, 2019",,7,9,240,
".
.
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1206469472623747073,"Dec 16, 2019","Love your life and live it without competing with the next person, so that you can be the best person the world has ever had",1,25,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1206468474517606400,"Dec 16, 2019","Love your life and live it without competing with the next person, so that you can be the best person the world has ever had",5,5,120,
…,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1205781327523414016,"Dec 14, 2019",YAAAASSS,2,1,21,
“Bubbly to bold meet Sana”• Actress -,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1205400464402989057,"Dec 13, 2019",,1,3,63,.in with
“Bubbly to bold meet Sana”• Actress -,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1205398447811186689,"Dec 13, 2019",,2,18,,
,https://twitter.com/garyvee,@garyvee,https://twitter.com/garyvee/status/1205223761513009152,"Dec 13, 2019",Kindness is the power move,119,1.8K,5.3K,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1204714236510756864,"Dec 11, 2019","I spent hours sitting and looking at the water and the sky, studying each picture different from the last, seeing how his camera caught the light, the air, the wind. Watching all the patterns fade, my heart soaking it all in",6,10,199,Absolutely loved working with
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1204711549417295873,"Dec 11, 2019","I spent hours sitting and looking at the water and the sky, studying each picture different from the last, seeing how his camera caught the light, the air, the wind. Watching as the patterns fade, my heart soaking…",1,18,,
Follow,https://twitter.com/lifestyle_ie,@lifestyle_ie,https://twitter.com/lifestyle_ie/status/1201985208846667776,"Dec 4, 2019",Seek some fitness inspiration from,1,12,Sana Saeed does core workouts like a boss. Read on.,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1203725001913815040,"Dec 8, 2019",I know right ?! Live them,1,12,,@xzotikexchanges
Wardrobe Courtesy @thejbstudio .,https://twitter.com/fhmindia,@fhmindia,https://twitter.com/fhmindia/status/1183645282443022336,"Oct 14, 2019","“I am an absolute foodie, but I also make conscious food choices,” says Sana Saeed (",2,52,,")
.
Hit"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1203581131393662976,"Dec 8, 2019",,1,18,,".
.
.
."
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1203579513847734273,"Dec 8, 2019",,1,54,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1203232301305548800,"Dec 7, 2019","I didn’t want to go out, but my saree looked too good to stay in",3,28,,
".
.
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1202493558349058048,"Dec 5, 2019",Scared is what you're feeling. Brave is what you're doing,1,20,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1202491083155836928,"Dec 5, 2019","Scared is what you're feeling. 
Brave is what you're doing",5,3,182,
", coming soon only on MTV!",https://twitter.com/MTVIndia,@MTVIndia,https://twitter.com/MTVIndia/status/1201514580440043520,"Dec 2, 2019","Our Style Ushers and Style Crusaders are ready for you? Are you?
Watch MTV",1,6,39,
,https://twitter.com/lifestyle_ie,@lifestyle_ie,https://twitter.com/lifestyle_ie/status/1201745985602326528,"Dec 3, 2019",Having a hard time at the gym? Here's Kuch Kuch Hota Hai actor Sana Saeed with some fitness inspiration,3,14,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1201424722216411137,"Dec 2, 2019","You have enough 
You do enough
You are enough
Relax",1,26,,".
.
.
."
", coming soon only on MTV!",https://twitter.com/MTVIndia,@MTVIndia,https://twitter.com/MTVIndia/status/1201514580440043520,"Dec 2, 2019","Our Style Ushers and Style Crusaders are ready for you? Are you?
Watch MTV",1,6,39,
".
Coming soon only on",https://twitter.com/MTVBeats,@MTVBeats,https://twitter.com/MTVBeats/status/1200663888590594050,"Nov 30, 2019",The wait is finally over! Brace yourselves 'cause we're back with MTV,6,18,,
".
Coming soon only on MTV!",https://twitter.com/MTVIndia,@MTVIndia,https://twitter.com/MTVIndia/status/1200650215109214209,"Nov 30, 2019",The wait is finally over! Brace yourselves 'cause we're back with MTV,2,12,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1200732815471464448,"Nov 30, 2019",I am a world of uncertainties disguised as a girl,2,8,150,
", coming soon only on MTV!",https://twitter.com/MTVIndia,@MTVIndia,https://twitter.com/MTVIndia/status/1201514580440043520,"Dec 2, 2019","Our Style Ushers and Style Crusaders are ready for you? Are you?
Watch MTV",1,6,39,
".
Coming soon only on",https://twitter.com/MTVBeats,@MTVBeats,https://twitter.com/MTVBeats/status/1200663888590594050,"Nov 30, 2019",The wait is finally over! Brace yourselves 'cause we're back with MTV,6,18,,
"Lyons
.
.
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1200731971065761792,"Nov 30, 2019",I am a world of uncertainties disguised as a girl,1,2,17,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1199632313023205376,"Nov 27, 2019",Happiness is achieved when you stop waiting for your life to begin and start making the most of the moment you are in,1,1,26,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1199298188517224451,"Nov 26, 2019","Life is a celebration. Consider everything that makes you happy as a gift from God and say, 'Thank you.'",1,16,,".
.
.
."
".
Coming soon only on",https://twitter.com/MTVBeats,@MTVBeats,https://twitter.com/MTVBeats/status/1200663888590594050,"Nov 30, 2019",The wait is finally over! Brace yourselves 'cause we're back with MTV,6,18,,
".
Coming soon only on MTV!",https://twitter.com/MTVIndia,@MTVIndia,https://twitter.com/MTVIndia/status/1200650215109214209,"Nov 30, 2019",The wait is finally over! Brace yourselves 'cause we're back with MTV,2,12,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1198902795123843072,"Nov 25, 2019",You can go through life and make new friends every year - every month practically - but there was never any substitute for those friendships of childhood that survive into adult years. Those are the ones in which we…,3,1,31,
".
.
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1198538420227731456,"Nov 24, 2019",I feel like I’ve been split open and stuffed with sunshine,4,31,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1198107652796092416,"Nov 23, 2019",,1,34,,".
.
.
."
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1197081646907834368,"Nov 20, 2019","To take a different direction, to do something you never thought you could do, to jump, knowing that a million consequences could be on the other side of that dare, but that if you don't do it, you'll always wonder. And sometimes wondering is worse than consequences",8,14,375,
".
Coming soon only on MTV!",https://twitter.com/MTVIndia,@MTVIndia,https://twitter.com/MTVIndia/status/1200650215109214209,"Nov 30, 2019",The wait is finally over! Brace yourselves 'cause we're back with MTV,2,12,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1196415336045797379,"Nov 18, 2019",Because Summer bodies are made in the Winter,2,1,24,MOOOOOOD
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1195634041917042689,"Nov 16, 2019","By contrast, I feel rather calm, 
as if I have swallowed the eye of the storm",11,19,407,
Photographer : Navin Dhyani (,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1195627285119938561,"Nov 16, 2019","By contrast, I feel rather calm, 
as if I have swallowed the eye of the storm",20,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1195282630243164161,"Nov 15, 2019",,3,19,,
Gary Vaynerchuk,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1194944339509514241,"Nov 14, 2019",Happy Birthday,1,13,,", to the Best Year YETTTT!!!!"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1194515736334495744,"Nov 13, 2019",Judge Game On Point,7,11,232,LETS GO
")
Outfit by : @adamalikworld 
Hair: Mini Mahadik (@Hairbyminimahadik)
Make Up: Nandini Advani (@Makeupbynandiniadvani)",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1193476376516530177,"Nov 10, 2019",,7,12,254,Photographer : Navin Dhyani (
")
Stylist: Jasmine Babbar…",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1193468165675737089,"Nov 10, 2019","Having a dream is like having sunshine. Believe in your dreams, and let the light fill your eyes with hope",1,21,,".
.
.
."
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1193435404449370113,"Nov 10, 2019","Just tell yourself, Duckie, you're real quite lucky",5,8,188,Dr. Seuss
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1193435404449370113,"Nov 10, 2019","Just tell yourself, Duckie, you're real quite lucky",5,8,188,Dr. Seuss
".
.
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1193060939710554112,"Nov 9, 2019","Just tell yourself, Duckie, you're real quite lucky",1,2,31,Dr. Seuss
,https://twitter.com/fhmindia,@fhmindia,https://twitter.com/fhmindia/status/1183644533159890945,"Oct 14, 2019","“As an actor, I feel once you have done your best, you shouldn’t let anything, any numbers or any opinions make you feel like a failure,” says",1,4,52,".
.
Hit"
,https://twitter.com/fhmindia,@fhmindia,https://twitter.com/fhmindia/status/1183643767305191424,"Oct 14, 2019","From playing an innocent 8-year-old in Kuch Kuch Hota Hai to the college hottie in Student Of The Year, this lady has come a long way.
.
.
Meet our FHM Fantasy for the month of October, the blazing Goddess,",3,3,53,".
.
Wardrobe courtesy @thejbstudio & @clovia_fashion"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1193435404449370113,"Nov 10, 2019","Just tell yourself, Duckie, you're real quite lucky",5,8,188,Dr. Seuss
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1192376805128228864,"Nov 7, 2019",,2,20,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1191606588932526082,"Nov 5, 2019","“The magic thing about home is that it feels good to leave, and it feels even better to come back.”",10,14,337,
".
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1191603667113299968,"Nov 5, 2019","The magic thing about home is that it feels good to leave, and it feels even better to come back",1,22,,
"Outfit by : Reema Thakur ( @reemathakurofficial )
Photographer : Navin Dhyani (",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1189468426864971776,"Oct 30, 2019",I’ll have a TRIPLE SPARKLE MACCHIATO with EXTRA GLITTER,7,15,250,
".
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1188738049620008960,"Oct 28, 2019",Happy Diwali,3,1,30,
".
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1188362408642768897,"Oct 27, 2019",HAPPY DIWALI,4,2,33,Sending so much love wherever it is needed
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1187697812584071170,"Oct 25, 2019",...So I chose to tell myself a different story. I decided I was safe. I was strong. I was brave. Nothing could vanquish me,6,15,260,".
.
.
Shot by"
".
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1187693328030150662,"Oct 25, 2019",...So I chose to tell myself a different story. I decided I was safe. I was strong. I was brave. Nothing could vanquish me,1,2,16,".
.
.
Shot by"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1187292550509539328,"Oct 24, 2019",I Love me more on days I am about to miss the gym and then I DONT,1,2,30,Like Sana your so fucking AMAZING GURLLLL
Shoot,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1186918795719270401,"Oct 23, 2019",You have to shine so bright out there that they can't deny you.,8,18,343,
Shoot,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1186917755372617728,"Oct 23, 2019",You have to shine so bright out there that they can't deny you.,1,2,20,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1186532909844332544,"Oct 22, 2019",Yasss,26,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1186531289869893633,"Oct 22, 2019",Feel the fear and DO IT ANYWAY,16,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1185812281151459330,"Oct 20, 2019",MOOD,11,12,240,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1185806487005945856,"Oct 20, 2019",MOOD,1,1,22,".
.
."
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1185491108807098368,"Oct 19, 2019","More Yoga, Going Vegan and Less Phone/ Social Media",1,23,,What are yours ??
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1185056338994270209,"Oct 18, 2019",,1,3,33,"with make_repost
・・・
From playing an innocent 8-year-old in Kuch Kuch Hota Hai to the college hottie in Student Of The Year, this lady has come a long way.
.
.
Meet our FHM Fantasy for the month of…"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1184766090024501248,"Oct 17, 2019","One of the greatest gifts I’ve ever gotten, came from God. I call him DADDY",1,3,58,"HAPPY BIRTHDAY TO MINE, FOREVER"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1185812281151459330,"Oct 20, 2019",MOOD,11,12,240,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1184398073759457281,"Oct 16, 2019",Happy,5,99,332,to this Timeless and Priceless Film
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1184395328092422150,"Oct 16, 2019",Happy,52,781,4.7K,to this timeless and priceless film
"Outfit by :PLUMTIN  Woven in heritage @plumtin_official
Jewelry: @azotiique 
Hair: Mini Mahadik (@Hairbyminimahadik)
Make Up: Nandini Advani (@makeupbynandiniadvani",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1184003110336782336,"Oct 15, 2019",For FHM,8,17,443,Photographer : Navin Dhyani (
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1183645610332737536,"Oct 14, 2019",Be Kind,4,5,81,
".
Wardrobe Courtesy @adamalikworld",https://twitter.com/fhmindia,@fhmindia,https://twitter.com/fhmindia/status/1183644270953037825,"Oct 14, 2019",Meet our FHM Fantasy,3,92,,".
Photographer : Navin Dhyani (@Navindhyaniphoto)
Stylist: Jasmine Babbar ("
".
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1183645212624801792,"Oct 14, 2019",Modern spin on Love,2,22,,
Stylist: Jasmine Babbar,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1183284802331406336,"Oct 13, 2019",,3,7,187,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1183273071966375936,"Oct 13, 2019",,2,26,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1182926705830309888,"Oct 12, 2019",The world is incomprehensibly beautiful — an endless prospect of magic and wonder,1,3,29,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1182925616540078082,"Oct 12, 2019",The world is incomprehensibly beautiful — an endless prospect of magic and wonder,6,9,232,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1182178186106474497,"Oct 10, 2019","“It's a secret deal. On some days, the sun shines bright on you. On some days, you've got to shine brighter than the sun”",1,23,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1182174461329473536,"Oct 10, 2019","“It's a secret deal. On some days, the sun shines bright on you. On some days, you've got to shine brighter than the sun”",8,17,306,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1181185476268412929,"Oct 7, 2019","... so this is for us.
This is for us who sing, write, dance, act, study, run and love,
and this is for doing it even if no one will ever know,
because the beauty is in the act of doing it.
Not what it can lead to",9,16,230,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1181171172408512513,"Oct 7, 2019","... so this is for us.
This is for us who sing, write, dance, act, study, run and love,
and this is for doing it even if no one will ever know,
because the beauty is in the act of doing it.
Not what it can lead…",1,20,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1180388516187914240,"Oct 5, 2019",Let me love you a little more before you’re not so little anymore,10,10,233,
".
.
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1179606967796543488,"Oct 3, 2019","I will tell you this again and again, 
And again,
You Are Enough",2,2,33,You are so Incredibly Enough
I LOVE YOU,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1179007178272890881,"Oct 1, 2019",There are days when I love the world and love everyone,3,3,34,Today be that Day
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1178227611643912192,"Sep 29, 2019",Sunday Moooooooood,17,18,345,"I think I'll work all my life. 
When you're having fun, why stop having fun?"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1178227611643912192,"Sep 29, 2019",Sunday Moooooooood,17,18,345,"I think I'll work all my life. 
When you're having fun, why stop having fun?"
"with make_repost
・・・
Sugar is highly biologically addictive. And not by accident. Food giants have taste institutes, where they hire “craving experts” to identify the “bliss…",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1178191539140472833,"Sep 29, 2019",,3,4,18,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1177514885741023233,"Sep 27, 2019","I’ve found new love in jumping ropes, there are so many different ways to jump rope, out of which most I am still struggling with",2,1,25,but I am sooooooo excited to nail em all
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1177125060194254848,"Sep 26, 2019",Judging,7,6,192,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1176754686415839232,"Sep 25, 2019",Cooking your own food,3,2,27,"could be your biggest health hack. 
Know your FOOD"
"gretathunberg with make_repost
・・・
“Right here, right now is where we draw the line. The world is waking up. And change is coming, whether you like it or…",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1176361928962248705,"Sep 24, 2019",gretathunberg,2,1,18,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1176044372703531008,"Sep 23, 2019","You don't have to have anything in common with people you've known since you were a child. With old friends, you've got your whole life in common",2,2,22,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1178227611643912192,"Sep 29, 2019",Sunday Moooooooood,17,18,345,"I think I'll work all my life. 
When you're having fun, why stop having fun?"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1175917441135927301,"Sep 23, 2019",Thank youuuu,5,2,72,@sanasaeed17
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1175917285711785984,"Sep 23, 2019",Awww thank youuu,1,23,,@sanasaeed17
Sana Saeed,https://twitter.com/sanasaeed17,·,https://twitter.com/sanasaeed17/status/1176361928962248705,"Sep 24, 2019",2,18,"gretathunberg with make_repost
・・・
“Right here, right now is where we draw the line. The world is waking up. And change is coming, whether you like it or…",https://,?igshid=12ynp92r2wpua
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1175917033638305792,"Sep 23, 2019",Thank you!!! I sure did,1,1,17,@sanasaeed17
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1175681524190105601,"Sep 22, 2019","All I want for my Birthday is for you to consider what you have on your plate today. 
All I want is for you to sit with yourself and ask questions about your food, where does it come from, what are you eating, is it…",7,2,35,
".
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1175309522832936960,"Sep 21, 2019",Hahahahahaha I love my workouts but I LOVE MY SISTERS constant gruelling motivation in the background,2,2,19,nyelakapadia
#StyleYourChange,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1175132104327421953,"Sep 21, 2019",See you tomorrow,2,1,17,@sanasaeed17
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1174577752088940544,"Sep 19, 2019","Out the way world, I’ve got my Sassy Pants on today",5,10,164,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1173831318834163713,"Sep 17, 2019",There is always an opportunity to love someone in need,2,2,25,
"Reflect 
.
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1173544238241308672,"Sep 16, 2019",Monday,2,2,28,Relax
".
.
.
My sister rocks but so does her class nyelakapadia",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1172762001027817472,"Sep 14, 2019","Once you build the mindset that is determined to transform your body, Anything is Possible",3,1,39,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1172510988270264321,"Sep 13, 2019",You are that critical,1,1,24,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1174577752088940544,"Sep 19, 2019","Out the way world, I’ve got my Sassy Pants on today",5,10,164,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1172461079995322368,"Sep 13, 2019",You are that critical,1,2,19,".
.
."
"Season 2 on 14th September at Mall of India, Delhi NCR.
To register, log on to",https://twitter.com/MTVIndia,@MTVIndia,https://twitter.com/MTVIndia/status/1171655561173241858,"Sep 11, 2019",Gear Up Delhi!,1,2,15,is all set to judge the Delhi edition of MTV
#StyleYourChange,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1171747501092851712,"Sep 11, 2019",Seee you,1,1,14,@sanasaeed17
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1171718868831801344,"Sep 11, 2019","My curls define me; even my personality is curly, bouncy, springy, and playfully twisted",14,24,433,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1170996581786689536,"Sep 9, 2019",Just enjoy yourself. For many years I mistook discipline as ambition. Now I believe it to be more about consistency.,3,3,33,"Get on your matt / get to the gym and put in the work because 
YOU LOVE YOU…"
,https://twitter.com/realNDWalsch,@realNDWalsch,https://twitter.com/realNDWalsch/status/1170728503706365959,"Sep 8, 2019","Grant yourself permission to have all that life has to offer, and you will discover it has more to offer than you've ever imagined.",53,247,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1170280218243809280,"Sep 7, 2019",,3,22,,
@…,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1170279319320633344,"Sep 7, 2019",Who do you want to be?,2,1,25,
". Now, available at",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1169856813543510016,"Sep 6, 2019",Embrace more possibilities with this power packed,5,4,134,with 48MP
"in your city? 
Come and find out on 7th September at Elante Mall, Chandigarh.
Are you ready?
To register, log on to",https://twitter.com/MTVIndia,@MTVIndia,https://twitter.com/MTVIndia/status/1169215752890535936,"Sep 4, 2019","Hey Chandigarh!
Will",1,8,,find the next MTV
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1169474014361858048,"Sep 5, 2019",,4,5,88,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1169238275229437957,"Sep 4, 2019",,8,5,123,
This is your Wednesday reminder to sqqqqqueeeeeeeeze in that Workout,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1169173135620485120,"Sep 4, 2019",Love love love my,2,24,,with my favourite nyelakapadia artsinmotionstudiosindia
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1168466446046945280,"Sep 2, 2019","We need, in a special way, to work twice as hard to help people understand that the animals are fellow creatures, that we must protect them and love them as we love ourselves. 
In a world where even humans are…",2,1,35,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1169474014361858048,"Sep 5, 2019",,4,5,88,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1169238275229437957,"Sep 4, 2019",,8,5,123,
for,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1168077729960353792,"Sep 1, 2019","Live & Do everything in such a way that when you look back in time, you shouldn't say, if I had more time, I would've done it better",2,2,32,".
.
.
So much fun judging"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1168076288046878720,"Sep 1, 2019","Live & Do everything in such a way so that if you look back in time, you shouldn't say that if had more time, I would've done it better",12,18,362,
We'll see you there!,https://twitter.com/MTVIndia,@MTVIndia,https://twitter.com/MTVIndia/status/1167278265788194817,"Aug 30, 2019","Hi there, Kolkata!",2,11,,is coming to your city to hunt for MTV Pantaloons
See you there!,https://twitter.com/MTVIndia,@MTVIndia,https://twitter.com/MTVIndia/status/1167640653624295424,"Aug 31, 2019","Hey Lucknow!
Get up, get ready and join us 'cause",2,9,,will be at Saharaganj Mall today to find the next MTV Pantaloons
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1169238275229437957,"Sep 4, 2019",,8,5,123,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1167702852497805313,"Aug 31, 2019",I really just want to be the warm yellow light that pours over everyone I love. ...,17,25,415,
"with make_repost
・・・
Hi there, Kolkata!",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1167326555464298496,"Aug 30, 2019",Register now now now now,2,2,23,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1166300455468589056,"Aug 27, 2019","“Move your joints every day. You have to find your own tricks. Bury your mind deep in your heart, and watch the body move by itself.”",6,3,164,
